id,product_unit_id,actor_id,actor_organization_id,event_type,location_label,latitude,longitude,timestamp,event_hash,previous_event_hash,tx_hash,chain_status,idempotency_key,metadata,created_at
64,13,8,6,received,Mumbai Inspection Center,19.076,72.8777,2024-10-19 00:00:00+00,81f33895ce60fd6fefedba52496e8fd7db17818e27d9b3fd12d2a927e2b25f2a,962e979fb6b6913a43f56a304330f13886a92d2fb36e020dfa87c8bd90a9f984,0xa593b77619f9ebd977d4d94c36190582267615fdfec2209901937ec4a09a3d3f,failed,unit-13-received-20241019T000000-8179,"{""dock"": ""D10"", ""condition"": ""good""}",2024-10-19 00:01:00+00
65,13,21,9,sold,Shenzhen Factory Floor 2,22.5431,114.0579,2024-10-23 00:00:00+00,5a71338929b2bf8ac4eef72cd40d19bf0cb4c1784a5ec35eb888952ea513c7ce,81f33895ce60fd6fefedba52496e8fd7db17818e27d9b3fd12d2a927e2b25f2a,,simulated,unit-13-sold-20241023T000000-2697,"{""order_id"": ""ORD27601"", ""channel"": ""online""}",2024-10-23 00:02:00+00
66,14,4,9,manufactured,Rotterdam Distribution Hub,51.9244,4.4777,2025-03-31 00:00:00+00,93face60d7e4decc6b534054527318fbd992dd0684fe4416d458753435fa9b4c,0000000000000000000000000000000000000000000000000000000000000000,0xfeb7a04170b45fa5fc05faef2aeada4ea9f459e2f97dee4e3f9a34b22f144347,confirmed,unit-14-manufactured-20250331T000000-5616,"{""batch_no"": ""B6617"", ""line"": ""A""}",2025-03-31 00:04:00+00
67,15,16,5,manufactured,Shenzhen Factory Floor 2,22.5431,114.0579,2024-09-15 00:00:00+00,aef97a27179b4383989af27bdb98a84b6a6879db0030cccbcea3553accfa9c0d,0000000000000000000000000000000000000000000000000000000000000000,0x59e8e162e8577ea4b7eaf23ae054300a32eb27ac46cda6bcc71b60897237c5bf,failed,unit-15-manufactured-20240915T000000-7939,"{""batch_no"": ""B1722"", ""line"": ""A""}",2024-09-15 00:03:00+00
68,15,18,1,shipped,Los Angeles Port Terminal,33.7406,-118.2706,2024-09-16 02:00:00+00,ca4324d3af530f889ae95ff94b6e035a1e511935ec16f45644947533232a1ee8,83e3a3defc3adb762597853b5271a61cf8a7d12a053fd66bb088f452ca39869f,0x8757be674c59f1ce3ade24c6b574e0d93d62af406789d1074a5539149b9166d7,confirmed,unit-15-shipped-20240916T020000-3442,"{""carrier"": ""DHL"", ""container_id"": ""CNT710805""}",2024-09-16 02:03:00+00
69,15,11,3,inspected,Tokyo QA Lab,35.6762,139.6503,2024-09-16 13:00:00+00,83e3a3defc3adb762597853b5271a61cf8a7d12a053fd66bb088f452ca39869f,aef97a27179b4383989af27bdb98a84b6a6879db0030cccbcea3553accfa9c0d,0x0709d6decdb4fe6d862c1cea52f7fd2cc8944c51e140ab0e35f1fc13174a6ef2,confirmed,unit-15-inspected-20240916T130000-3647,"{""inspector_notes"": ""passed with rework"", ""score"": 95.6}",2024-09-16 13:01:00+00
70,15,22,2,shipped,Tokyo QA Lab,35.6762,139.6503,2025-03-15 20:00:00+00,f21ea9a6fe601550ebc1df99b9b282bf2366f143b413a3613d58b36646386f09,0000000000000000000000000000000000000000000000000000000000000000,0x72cc8cbe605781ca97bf4ccc72baca4d75c2e06fb68a33617b4b781c8c705a77,confirmed,unit-15-shipped-20250315T200000-2531,{},2025-03-15 20:05:00+00
71,16,19,6,inspected,Shenzhen Factory Floor 2,22.5431,114.0579,2024-01-26 09:00:00+00,a175de9aba95ae0eed8be3e17918beb4fc5766df871e04c58912c3dffa31da9e,4fc5368ae012922408a893c70d40de289e18774698ba8cf4a28a29945073ab1c,0x397ef368ca4260cf4552a5997c32daa0405a063432196fd92d42cb0a90fdfe5e,confirmed,unit-16-inspected-20240126T090000-8710,{},2024-01-26 09:04:00+00
72,16,14,3,manufactured,Shenzhen Factory Floor 2,22.5431,114.0579,2024-03-16 00:00:00+00,fc4e8a3fe5633d47705e196b89bd6afc7ac0707c00ce335f53f3b89062df2e6e,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-16-manufactured-20240316T000000-6974,"{""batch_no"": ""B1653"", ""line"": ""B""}",2024-03-16 00:05:00+00
73,16,7,4,inspected,Tokyo QA Lab,35.6762,139.6503,2024-03-16 17:00:00+00,6bd9c62996c3e011438134c2dc7a18d76379cab0d89e93cfcf16a559341634d8,fc4e8a3fe5633d47705e196b89bd6afc7ac0707c00ce335f53f3b89062df2e6e,0x94fb05cdf1d655976862e13ad1ad32713f6abcbc158f33a8ae41eaca74fffbea,confirmed,unit-16-inspected-20240316T170000-6794,"{""inspector_notes"": ""minor defect noted"", ""score"": 99.6}",2024-03-16 17:03:00+00
74,16,24,3,shipped,Chicago Regional Warehouse,41.8781,-87.6298,2024-03-18 00:00:00+00,b80fe7f1aa11ac80bfc13c5e31a473a63cae5c3f8daad7191739e7dee2ced25a,6bd9c62996c3e011438134c2dc7a18d76379cab0d89e93cfcf16a559341634d8,,simulated,unit-16-shipped-20240318T000000-3900,"{""carrier"": ""Maersk"", ""container_id"": ""CNT288073""}",2024-03-18 00:00:00+00
75,16,2,8,sold,Chicago Regional Warehouse,41.8781,-87.6298,2024-03-20 20:00:00+00,0f4e7452c1ca621a5c58b34f3aa345a439721e94a04c383ce258b719eee89c75,4a19bfb197378ac18044bd74c2915e1d4fed8930b1756e29117429f547186679,0x651186ff164499ad093d49101d1893956bef88dcf8f279dbce2a4cff88628b1e,confirmed,unit-16-sold-20240320T200000-8541,"{""order_id"": ""ORD39831"", ""channel"": ""retail""}",2024-03-20 20:04:00+00
76,16,24,6,received,,,,2024-03-23 00:00:00+00,4a19bfb197378ac18044bd74c2915e1d4fed8930b1756e29117429f547186679,b80fe7f1aa11ac80bfc13c5e31a473a63cae5c3f8daad7191739e7dee2ced25a,0x787bcf1861da24334f32f8568f0e0756febe75ec5650be2d768e3f4857d1f226,confirmed,unit-16-received-20240323T000000-5065,"{""dock"": ""D4"", ""condition"": ""damaged_minor""}",2024-03-23 00:02:00+00
77,16,12,3,received,Mumbai Inspection Center,19.076,72.8777,2024-04-06 23:00:00+00,d0ffb0f3a81f2b96c6173495a982d0829494aa642e3d3235e02af2f022a57371,a175de9aba95ae0eed8be3e17918beb4fc5766df871e04c58912c3dffa31da9e,0x0fffc6b1aa49dd148d0f59ee34fa2406293fa9f5c6a3317f3fd8325236ed402f,failed,unit-16-received-20240406T230000-1527,{},2024-04-06 23:01:00+00
78,16,1,3,manufactured,Singapore Logistics Hub,1.3521,103.8198,2024-09-22 12:00:00+00,4fc5368ae012922408a893c70d40de289e18774698ba8cf4a28a29945073ab1c,324c51b1eb6aa61af6d9c3caab5879a1555e9f6444641f42b0d3b5c4e2c071e8,0xb53fa84c4fbd2388d745c4327a68ab99f238b476a4771e4ef96ed117a85acb63,confirmed,unit-16-manufactured-20240922T120000-2929,{},2024-09-22 12:05:00+00
79,16,16,4,shipped,Hamburg Container Yard,53.5511,9.9937,2024-12-13 18:00:00+00,324c51b1eb6aa61af6d9c3caab5879a1555e9f6444641f42b0d3b5c4e2c071e8,0000000000000000000000000000000000000000000000000000000000000000,0xd3d8212e3d95037c08c8776a273b586a98a6b5d58db1b93c40a85669d29e2479,confirmed,unit-16-shipped-20241213T180000-8564,{},2024-12-13 18:00:00+00
80,17,19,4,sold,Sao Paulo Depot,-23.5505,-46.6333,2024-01-27 18:00:00+00,85309148c4e3ceb10fff677d8e832ac7db24980dd0227e81636a7053178de8af,caaa20924db10ad998ef23bf93d780faae87a472eb065821748acb04c4c2d802,0x7da33176c9f7e02e05041775e9c9d45d0b88df307f00dc47465daeb36f731faf,confirmed,unit-17-sold-20240127T180000-9589,{},2024-01-27 18:00:00+00
81,17,7,7,manufactured,Hamburg Container Yard,53.5511,9.9937,2024-12-03 00:00:00+00,f1c4b216b9d370773f0d2a2e9496791a1f10cf1c36c75c4a2d0389637d9de375,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-17-manufactured-20241203T000000-2137,"{""batch_no"": ""B5573"", ""line"": ""B""}",2024-12-03 00:02:00+00
82,17,7,10,received,Mumbai Inspection Center,19.076,72.8777,2024-12-21 15:00:00+00,caaa20924db10ad998ef23bf93d780faae87a472eb065821748acb04c4c2d802,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-17-received-20241221T150000-3223,{},2024-12-21 15:01:00+00
83,17,11,2,inspected,Singapore Logistics Hub,1.3521,103.8198,2025-03-09 11:00:00+00,627ffc103a2afdc6ea79d17962015433ec493d75496ec234a6253a64abf51a2a,85309148c4e3ceb10fff677d8e832ac7db24980dd0227e81636a7053178de8af,,pending,unit-17-inspected-20250309T110000-4120,{},2025-03-09 11:03:00+00
84,18,22,9,manufactured,Hamburg Container Yard,53.5511,9.9937,2024-07-23 00:00:00+00,51d5e1ace12ace14baf02aa6bb4ccfc108d3d83d9750a9134b869be8ffd4d40f,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-18-manufactured-20240723T000000-2889,"{""batch_no"": ""B5279"", ""line"": ""A""}",2024-07-23 00:05:00+00
85,18,19,5,inspected,Shenzhen Factory Floor 2,22.5431,114.0579,2024-07-23 17:00:00+00,9419ce494b051a19cea5b981371297a0b8737e4d72000e36083e6193ca1a637c,51d5e1ace12ace14baf02aa6bb4ccfc108d3d83d9750a9134b869be8ffd4d40f,0x69f43135bde39a115aeac0a18ef0201b4c69319838e3419fd563b8db67970e78,confirmed,unit-18-inspected-20240723T170000-8119,"{""inspector_notes"": ""minor defect noted"", ""score"": 91.5}",2024-07-23 17:05:00+00
86,18,17,2,shipped,Dallas Retail Store #12,32.7767,-96.797,2024-07-25 08:00:00+00,84d528fec29d8276ce4b1bda4ebe7e38c104b71a036e59ab8d766167a4795b44,9419ce494b051a19cea5b981371297a0b8737e4d72000e36083e6193ca1a637c,,pending,unit-18-shipped-20240725T080000-5173,"{""carrier"": ""UPS"", ""container_id"": ""CNT101773""}",2024-07-25 08:01:00+00
87,18,17,9,received,Tokyo QA Lab,35.6762,139.6503,2024-07-26 15:00:00+00,7a3be22d8074528bc825d67891d39707f5940ff4bbd83b4d020c58274e17cce0,84d528fec29d8276ce4b1bda4ebe7e38c104b71a036e59ab8d766167a4795b44,0x39261255e50be4af937b750fa5727c300e05f52176d6d497f3f2481c4dfef570,confirmed,unit-18-received-20240726T150000-6967,"{""dock"": ""D11"", ""condition"": ""good""}",2024-07-26 15:05:00+00
88,18,11,2,sold,Sao Paulo Depot,-23.5505,-46.6333,2024-07-30 00:00:00+00,0549214b159b24ed6a72994bf60ff2e46636de81a67640ee60244354de14f506,7a3be22d8074528bc825d67891d39707f5940ff4bbd83b4d020c58274e17cce0,0xe669b68b1b462bc9a3249a2024646843db38abe8966d0aafe61ac0651b5caef2,confirmed,unit-18-sold-20240730T000000-9308,"{""order_id"": ""ORD63528"", ""channel"": ""online""}",2024-07-30 00:03:00+00
89,19,10,2,inspected,Shenzhen Factory Floor 2,22.5431,114.0579,2024-05-02 13:00:00+00,aee39a6d0b6a0466748054bbce8b0815cc79b2127a602832dba4509771cb649a,aed2e79d95f28de1a527ef6c062766f8001c8cbfbd1a34a5daa12024699c2075,,pending,unit-19-inspected-20240502T130000-8489,{},2024-05-02 13:02:00+00
90,19,24,10,inspected,Hamburg Container Yard,53.5511,9.9937,2024-10-22 19:00:00+00,7aac9921e88d3e30dc19b4e7e774cb930d58b6cab0ac62d06d7559e6a1c34469,aee39a6d0b6a0466748054bbce8b0815cc79b2127a602832dba4509771cb649a,0xd888c7df51a0712583b0560498478deaeeb8acc093682a5563cf863c6fefd213,confirmed,unit-19-inspected-20241022T190000-6253,{},2024-10-22 19:02:00+00
91,19,10,9,manufactured,Rotterdam Distribution Hub,51.9244,4.4777,2024-12-22 00:00:00+00,45cc9918ac4dda8ce6846cd4cea2d35165fcfa3fd29fc9d98cfb86ef180e8e15,0000000000000000000000000000000000000000000000000000000000000000,0x2035dfc7788322da15dc3b05749cca8ac608e7768b6ff8c1fac7895596f74199,confirmed,unit-19-manufactured-20241222T000000-7888,"{""batch_no"": ""B7211"", ""line"": ""C""}",2024-12-22 00:00:00+00
92,19,24,3,inspected,New York Fulfillment Center,40.7128,-74.006,2024-12-23 18:00:00+00,f75ae842a08dba13eeeb34fefb640f9115771e4c39828ccd503f07bb6886d951,45cc9918ac4dda8ce6846cd4cea2d35165fcfa3fd29fc9d98cfb86ef180e8e15,0x2585655e8362e0e00147bf2cd830da1426f81d5c4ede3a4012aed9205e82b0ea,confirmed,unit-19-inspected-20241223T180000-7653,"{""inspector_notes"": ""passed"", ""score"": 89.6}",2024-12-23 18:00:00+00
93,19,16,3,received,Tokyo QA Lab,35.6762,139.6503,2024-12-23 18:00:00+00,c5479b8cfcd12b4f6bea95bfb4878bfe36554814d2b789a832fff00afdaf3db3,f9b51aa6c4868001c88b2e57a9d60b4f750a13f8dcc6d2539725b1f88b48842b,0x4eb9de4fee8746850a249cb7bde41078dbfd5ce25150cae657e579ec98801ae7,confirmed,unit-19-received-20241223T180000-5649,"{""dock"": ""D20"", ""condition"": ""damaged_minor""}",2024-12-23 18:00:00+00
94,19,7,7,shipped,,,,2024-12-25 18:00:00+00,f9b51aa6c4868001c88b2e57a9d60b4f750a13f8dcc6d2539725b1f88b48842b,f75ae842a08dba13eeeb34fefb640f9115771e4c39828ccd503f07bb6886d951,0x8969b645d79797cfa5721abd20defc47039f1f10e9254dcabb99f6dc1d95b8e7,confirmed,unit-19-shipped-20241225T180000-8618,"{""carrier"": ""FedEx"", ""container_id"": ""CNT636004""}",2024-12-25 18:02:00+00
95,19,23,3,received,,,,2024-12-27 15:00:00+00,aed2e79d95f28de1a527ef6c062766f8001c8cbfbd1a34a5daa12024699c2075,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-19-received-20241227T150000-1086,{},2024-12-27 15:03:00+00
96,20,8,7,received,Mumbai Inspection Center,19.076,72.8777,2024-08-20 02:00:00+00,1f12985bf13ca7263f8b08956a7eac28f1424116f531be4ececa1ab20e13e719,133a12c5a683f4306d66fa3f7384324cdc61e889db5c7808498e8bd8f74f7251,0xff5c3a237a913d45cc1c2e600ee3d0895d7d8022a6f45e912ef7b0a827154b34,confirmed,unit-20-received-20240820T020000-3589,{},2024-08-20 02:02:00+00
97,20,18,2,sold,Mexico City Assembly Plant,19.4326,-99.1332,2024-11-24 05:00:00+00,133a12c5a683f4306d66fa3f7384324cdc61e889db5c7808498e8bd8f74f7251,0000000000000000000000000000000000000000000000000000000000000000,0x0e4662f12633fe2fadae0b437b219f864bbeaa25ab0c8ac7ba3820304c77f6c8,confirmed,unit-20-sold-20241124T050000-3526,{},2024-11-24 05:02:00+00
98,20,25,4,manufactured,Tokyo QA Lab,35.6762,139.6503,2025-02-23 00:00:00+00,190d8fa3a88da47fab93ed8aea23755f1ceeed6811cdac427304d18fc93420ce,0000000000000000000000000000000000000000000000000000000000000000,0x3f0b6e51bbaa9465c29163d4db2582551a3073c782dd3e461cc78ba7d4e679f5,failed,unit-20-manufactured-20250223T000000-4680,"{""batch_no"": ""B3414"", ""line"": ""A""}",2025-02-23 00:00:00+00
99,21,16,10,manufactured,,,,2024-05-05 00:00:00+00,9da2290775867dad5d331ca9a2472ba271462b02bf5ea47fb22e6ba9d412cedc,0000000000000000000000000000000000000000000000000000000000000000,0x55ecc68b1ecc64f420d5c0e411817bcbae773b6d4855cecb62ca4f7cd11e6624,confirmed,unit-21-manufactured-20240505T000000-8461,"{""batch_no"": ""B4185"", ""line"": ""C""}",2024-05-05 00:01:00+00
100,21,10,8,shipped,New York Fulfillment Center,40.7128,-74.006,2025-01-02 13:00:00+00,170263c347d7ed5996e0d9fffd6a6954b991e8fcde45bbb1968765d4eb0a6dff,0000000000000000000000000000000000000000000000000000000000000000,0xf2ca6b5570edcf511a31c50845134b1e9430542dfadf23c4ac9dd900c93bd1dd,confirmed,unit-21-shipped-20250102T130000-8272,{},2025-01-02 13:00:00+00
101,22,24,8,inspected,Tokyo QA Lab,35.6762,139.6503,2024-05-11 22:00:00+00,69c5166b54ecba079b5747ae403ff93ed8421b3310fe5c71d1205b792f2f416f,5ea1c5c215ff2a9b3d6f34c5c2026f4fd6ed492f7c56a8885b2423946ba69eb0,0x4f03da20fdf7c6d4d762326a97c5b9b100ca1098962e84924b07994a997d63cc,confirmed,unit-22-inspected-20240511T220000-6523,{},2024-05-11 22:01:00+00
102,22,13,4,manufactured,Rotterdam Distribution Hub,51.9244,4.4777,2024-09-10 00:00:00+00,79457f03be22092ba65bc2e637c91d4dc2bf97b482e51d237d1835d23363844a,0000000000000000000000000000000000000000000000000000000000000000,0x3c957c8edf54ed22968e299d31040d1fef90f874e1250a0bad1148cc8058250d,confirmed,unit-22-manufactured-20240910T000000-2746,"{""batch_no"": ""B4585"", ""line"": ""A""}",2024-09-10 00:03:00+00
103,22,23,9,inspected,Singapore Logistics Hub,1.3521,103.8198,2024-09-10 10:00:00+00,e3208828b5d5a89c7b33a136aa6c5c419ae8ec17b4561bedcc2a5153068905ca,79457f03be22092ba65bc2e637c91d4dc2bf97b482e51d237d1835d23363844a,,simulated,unit-22-inspected-20240910T100000-5082,"{""inspector_notes"": ""passed"", ""score"": 91.8}",2024-09-10 10:03:00+00
104,22,15,9,shipped,Mexico City Assembly Plant,19.4326,-99.1332,2024-09-13 16:00:00+00,4f0fec09c16e59e193b286cdae1e59b6c8a58bcaac4a23339b0ece724d1fa7d1,e3208828b5d5a89c7b33a136aa6c5c419ae8ec17b4561bedcc2a5153068905ca,0xd7e0683854d66b07af1795eb38507977812e080f042c1617f8e778c3c8af4d92,confirmed,unit-22-shipped-20240913T160000-8251,"{""carrier"": ""UPS"", ""container_id"": ""CNT970914""}",2024-09-13 16:04:00+00
105,22,18,8,received,Rotterdam Distribution Hub,51.9244,4.4777,2024-09-18 00:00:00+00,2da392e1e72ae85287181ea84c4027475023d0199b039710db1fd6d6f3ae65fc,4f0fec09c16e59e193b286cdae1e59b6c8a58bcaac4a23339b0ece724d1fa7d1,0x2ffb29f4065991c53bf2a04ba1b33667bae0e8b87235278c67b189b6cf43faec,confirmed,unit-22-received-20240918T000000-8373,"{""dock"": ""D8"", ""condition"": ""good""}",2024-09-18 00:04:00+00
106,22,17,8,received,Rotterdam Distribution Hub,51.9244,4.4777,2024-11-06 16:00:00+00,5ea1c5c215ff2a9b3d6f34c5c2026f4fd6ed492f7c56a8885b2423946ba69eb0,0000000000000000000000000000000000000000000000000000000000000000,0x7a6b6b6dcec82e534e0662457a4fb3c91aff69c8544e7a5f726e00a3c6ad15d7,confirmed,unit-22-received-20241106T160000-6218,{},2024-11-06 16:04:00+00
107,23,25,9,manufactured,Singapore Logistics Hub,1.3521,103.8198,2025-01-27 00:00:00+00,4f7b9118eff4064c66ac5718c210a7ab6ae632077083162a13751bfc32cda9b3,0000000000000000000000000000000000000000000000000000000000000000,0xb28bb200dedf466d9c35d38ca9277f7240fb45d4aabae02e2b1a2b867f172328,confirmed,unit-23-manufactured-20250127T000000-5499,"{""batch_no"": ""B5681"", ""line"": ""A""}",2025-01-27 00:03:00+00
108,23,9,6,inspected,Hamburg Container Yard,53.5511,9.9937,2025-01-27 14:00:00+00,f580d668b50abfb2cf7a45891b92f960dd12fb55fa4b6c42e0a95c1aa6484d0c,4f7b9118eff4064c66ac5718c210a7ab6ae632077083162a13751bfc32cda9b3,0xa8bacdf9cc650d93b1df482ceecb7a4f77f8b4bdf18436b3feff0053b6b39f63,confirmed,unit-23-inspected-20250127T140000-3267,"{""inspector_notes"": ""minor defect noted"", ""score"": 95.4}",2025-01-27 14:00:00+00
109,23,23,4,shipped,Los Angeles Port Terminal,33.7406,-118.2706,2025-01-31 18:00:00+00,79cb039735ab8561f7e5645810c0175f17ad443dca73d624518016cf3ba6ef20,f580d668b50abfb2cf7a45891b92f960dd12fb55fa4b6c42e0a95c1aa6484d0c,0x6928be9d911e0d13df5e657106f3404fff1b74cf7f15303b8e722bf9c69215c6,confirmed,unit-23-shipped-20250131T180000-7678,"{""carrier"": ""UPS"", ""container_id"": ""CNT535970""}",2025-01-31 18:00:00+00
110,23,13,2,shipped,Hamburg Container Yard,53.5511,9.9937,2025-05-06 12:00:00+00,c3afd181d64aa04ec59ed69f4889a51344b6d5800cb448f102f0058571b9df2e,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-23-shipped-20250506T120000-4984,{},2025-05-06 12:00:00+00
111,24,25,2,received,New York Fulfillment Center,40.7128,-74.006,2024-03-11 16:00:00+00,fcf8b43cb8f0570453e04a48aac64b699f3335f07656d45186fddd6101fb8ab8,eedd26746e251d0f9a0621917c491f9bb716d6f91cdb3f4f935b68a2ee912d92,0x33e7add85abb84689a4704d5c6de94c610cba92be5215d01029805118e7a071f,confirmed,unit-24-received-20240311T160000-6150,{},2024-03-11 16:02:00+00
112,24,14,7,manufactured,,,,2024-04-15 00:00:00+00,8c98e718da07f73253f0871c339d768fefe79b2eb1c8c14408ae3ae2be68918e,0000000000000000000000000000000000000000000000000000000000000000,0x2e60b35f37220d8e03b106d51aa0ba954b4a1bd86c632ebca6dc8a4f4f62ce3a,confirmed,unit-24-manufactured-20240415T000000-7232,"{""batch_no"": ""B6763"", ""line"": ""B""}",2024-04-15 00:04:00+00
113,24,7,10,inspected,Mexico City Assembly Plant,19.4326,-99.1332,2024-07-24 16:00:00+00,86acc5b7e5bf5cf25e9fc5521feae6df1e77575751601c0c48e6624747ce7dec,fcf8b43cb8f0570453e04a48aac64b699f3335f07656d45186fddd6101fb8ab8,,pending,unit-24-inspected-20240724T160000-1637,{},2024-07-24 16:00:00+00
114,24,17,9,manufactured,Mexico City Assembly Plant,19.4326,-99.1332,2025-02-06 16:00:00+00,eedd26746e251d0f9a0621917c491f9bb716d6f91cdb3f4f935b68a2ee912d92,e0f1c1e6dba5e98e2e9b1042942bdf77077afe1f4ee93487804eb44299677d94,,simulated,unit-24-manufactured-20250206T160000-7397,{},2025-02-06 16:04:00+00
115,24,1,6,inspected,Los Angeles Port Terminal,33.7406,-118.2706,2025-03-05 22:00:00+00,e0f1c1e6dba5e98e2e9b1042942bdf77077afe1f4ee93487804eb44299677d94,0000000000000000000000000000000000000000000000000000000000000000,,pending,unit-24-inspected-20250305T220000-3392,{},2025-03-05 22:04:00+00
116,25,16,1,sold,Tokyo QA Lab,35.6762,139.6503,2024-01-05 22:00:00+00,8ebe4cb613fb4c2d77fb80343dd1b03abbc3e2b1dc5a7e3799f3ba26282ecee4,9ec6d6519d421fd20b85113063263e37d493c4b0c408bfa56a4debc4b2c8228a,0xe1338efcb90e798ee88b679f5651acdfceebbc874f9c34455e063911372ed772,failed,unit-25-sold-20240105T220000-9189,{},2024-01-05 22:02:00+00
117,25,20,1,sold,Los Angeles Port Terminal,33.7406,-118.2706,2024-04-06 18:00:00+00,51111b05c544063956915229d100f7ace7c87272c9a1f37c8a9063221c1c130d,5515b5b562f47745c3725d0d386c470923a54cafb4e9cf91f66e2b6c456b5496,0xa7020275d33b26dafcc06b419cd0f098657bec9c97c1091eea624e1c2ba9343f,confirmed,unit-25-sold-20240406T180000-4555,{},2024-04-06 18:03:00+00
118,25,18,6,received,Mumbai Inspection Center,19.076,72.8777,2024-05-13 11:00:00+00,d21069dd88dd8f85ff06aa8fed12e7a72a8232595bfb602de92e9b5e950ac8bf,51111b05c544063956915229d100f7ace7c87272c9a1f37c8a9063221c1c130d,0x0971774b747292f4257fad9115df719f366dd5571a837eca809b6f875b1fec82,confirmed,unit-25-received-20240513T110000-9147,{},2024-05-13 11:00:00+00
119,25,6,8,shipped,Sao Paulo Depot,-23.5505,-46.6333,2024-09-11 11:00:00+00,5515b5b562f47745c3725d0d386c470923a54cafb4e9cf91f66e2b6c456b5496,0000000000000000000000000000000000000000000000000000000000000000,0xd46e268c01b98a57cd2d8686d6d46cd7f8acfc23ca184075714eaa6ef6ec2bb6,confirmed,unit-25-shipped-20240911T110000-9507,{},2024-09-11 11:02:00+00
120,25,8,8,sold,Mexico City Assembly Plant,19.4326,-99.1332,2024-12-01 21:00:00+00,9ec6d6519d421fd20b85113063263e37d493c4b0c408bfa56a4debc4b2c8228a,d21069dd88dd8f85ff06aa8fed12e7a72a8232595bfb602de92e9b5e950ac8bf,,simulated,unit-25-sold-20241201T210000-9005,{},2024-12-01 21:03:00+00
121,25,14,9,manufactured,Sao Paulo Depot,-23.5505,-46.6333,2025-03-12 00:00:00+00,f4cba75e868a5f50e243739d2e04aaa22a3bc334e90041b329fa8e893e8a0cc7,0000000000000000000000000000000000000000000000000000000000000000,0x5335fdeb48d0dafbb031e2f6cec529461fed814c1cd30e8a7b9e7dc882adb8fe,confirmed,unit-25-manufactured-20250312T000000-8999,"{""batch_no"": ""B8140"", ""line"": ""B""}",2025-03-12 00:03:00+00
122,25,18,1,shipped,Dallas Retail Store #12,32.7767,-96.797,2025-03-12 14:00:00+00,924a6ee534a985483b7c190f299650f230b8d727d17b2037f577a190febaf9f6,ff064d50f4a3a7f225c8426004fa5f7361b7213936600fdc3d5da3b6f2974bfc,0x4599d2e482ce560ad3dde4c6e68c7e4c2c2802566f9ff4e8016fa37fbc3f8ddb,confirmed,unit-25-shipped-20250312T140000-2375,"{""carrier"": ""FedEx"", ""container_id"": ""CNT584125""}",2025-03-12 14:00:00+00
123,25,1,7,inspected,Hamburg Container Yard,53.5511,9.9937,2025-03-14 07:00:00+00,ff064d50f4a3a7f225c8426004fa5f7361b7213936600fdc3d5da3b6f2974bfc,f4cba75e868a5f50e243739d2e04aaa22a3bc334e90041b329fa8e893e8a0cc7,0xf7801137454dbcc8f1f66f78b10ecaded6b4ca3904c0b36b082ddf5604c14ec6,failed,unit-25-inspected-20250314T070000-3704,"{""inspector_notes"": ""passed"", ""score"": 99.7}",2025-03-14 07:05:00+00
124,25,6,1,received,Mumbai Inspection Center,19.076,72.8777,2025-03-18 12:00:00+00,1fe113d2eac4bbbfcc7ad395b176d9b8b689cb2e1aac3a6baea6c36e1d269496,924a6ee534a985483b7c190f299650f230b8d727d17b2037f577a190febaf9f6,0xd91c8ed90775401881a37f015543e0cca5ea5618ff077aa6e69e9a655896df1f,confirmed,unit-25-received-20250318T120000-6363,"{""dock"": ""D11"", ""condition"": ""damaged_minor""}",2025-03-18 12:04:00+00
125,26,1,4,shipped,New York Fulfillment Center,40.7128,-74.006,2024-02-07 01:00:00+00,78a1a2dc595c8dc757c5b0f11a435d15ba1ed0d91a87901442a5dbc5472a33e5,6cf9bdd1f96a15dce4ed2d3b21eec0d9993aa9128fd34fe0afbdb196c86c4757,0x313e9e150902e072736c7496f814b4a21096a2c2190726579963258d8598a45e,confirmed,unit-26-shipped-20240207T010000-2044,{},2024-02-07 01:01:00+00
126,26,25,7,manufactured,Mumbai Inspection Center,19.076,72.8777,2024-05-22 00:00:00+00,b3a7ff8431b85be0fe859c0f7ced45f110cc6a4814089cc539f511bc3b6cf1c3,0000000000000000000000000000000000000000000000000000000000000000,,pending,unit-26-manufactured-20240522T000000-8705,"{""batch_no"": ""B9837"", ""line"": ""A""}",2024-05-22 00:04:00+00
127,26,12,4,inspected,Tokyo QA Lab,35.6762,139.6503,2024-05-22 12:00:00+00,b4599f19989037e777ee844700493245a352c13769163f0605ad8fc0e9a88bbe,b3a7ff8431b85be0fe859c0f7ced45f110cc6a4814089cc539f511bc3b6cf1c3,0x43265425ca60593b83d6a7a8bdcaacd3aa7355682fc2662794d4c49fe8612983,confirmed,unit-26-inspected-20240522T120000-1659,"{""inspector_notes"": ""passed"", ""score"": 88.0}",2024-05-22 12:04:00+00
