id,product_hash,qr_public_token,gtin,batch_no,serial_no,product_name,expiry_date,manufacturer_org_id,current_custodian_org_id,status,risk_score,risk_level,scan_count,last_verified_at,created_at
82,cc8c3304798067e1abc9345438d248827615cc3cdda10446ff88aefd3b18fcd9,E8VcvCk5Sr80QPjocthqlIctvxHks5zE,14307937429951,B8243-K98,SN-198411-000082-849,Ranitidine 150mg Tablets,2027-03-02,22,18,created,2.48,low,0,,2026-08-13 20:28:40
83,8747e7b361b8b484c282ed8a7d682c36cad522cb75b47427cf7bdfa517bd0d3f,n6rbHBPfFmtL64wj0wxrv82fTB9XrX8A3iKfmD19e7Ufz4zI,77113508835400,B5303-J91,SRL-200302-000083-583,Atorvastatin 20mg Tablets,2027-08-01,14,6,in_transit,68.78,medium,1,2026-08-07 20:22:40,2026-03-09 21:39:40
84,2169aa033e6f23b87c410e77fb92d99d659e8c972f53621af540e0483cf9724e,MDRhFJ0kdt2ikqA4wrG6FVlfUH2ZQsQQfJZaGxEv,91121868555714,B2251-D26,SN-202011-000084-591,ORS Rehydration Sachet,2027-10-17,5,15,sold,59.76,medium,0,,2025-07-21 12:55:40
85,133e76b27e846eb6b6bdf3b224ee211d46ee2c844a84f36c39b89c10e95d1a7c,iohieQWeWUcgXFdhpePUW5m3lvf066vjFToJgJanlr3H8gnF,73549133221911,B3226-P56,SRL-199208-000085-395,Multivitamin Syrup,2027-01-03,11,16,created,28.36,low,0,,2026-02-15 06:15:40
86,a538d491f9d952cd4e4a7fba295fa44d3985ca0460b88090c2345898a9a06651,3X6waPPyGPhyR8T3kwmm0zoAEVVKUX6w,69951414290784,B1438-F58,SRL-198206-000086-795,Vitamin D3 60000 IU Sachet,2028-07-08,20,4,delivered,66.11,medium,0,,2025-10-08 00:38:40
87,ec687f58f143735f57b330bd4639d62729b8b611d5746498f3ce0ea219bef834,v1H7bA4xtxCcI1sREiSEgPOQJD0FyE8Mv8tbcZvUb3vgvwvO,26590330348592,B8695-S12,PU-202607-000087-486,Hand Sanitizer 500ml,2028-05-19,4,16,created,67.51,medium,0,,2026-04-11 04:42:40
88,9c0aa45f9ad7fce42511e8c388324252443533ba49cff5a04353bc14ba120421,0W0Hrc9yoUf0fueXDnXOsXAHmyMCVlbR1Jn7UC6HMVAJMGwj,16343802486264,B2860-E34,SN-199811-000088-351,Amlodipine 5mg Tablets,2028-05-06,14,14,delivered,3.7,low,6,2026-04-21 18:34:40,2026-06-12 19:15:40
89,60a157f6d021d1d2b93147bee928964e7086840352d91e7769a75ab7e557f8ab,Eb1fL13zwOf6SigT5GZ65p2ohYuKyUoAik8BpKEx6tAQ726w,78096869672539,B6945-Z97,SN-197502-000089-647,Ibuprofen 400mg Tablets,2027-11-12,1,13,sold,91.79,high,10,2026-06-21 01:29:40,2026-04-01 19:43:40
90,4db1d1f4208e07f178cc3fc8773cac6bf528d38e4944a35dfdf024a5cda6a81b,1Z6Dz0S2YZRFvLYTCbdNNXiyMtfjG8ZV0QXtDTqQ,87141898299669,B8576-G43,SRL-197209-000090-972,Azithromycin 250mg Tablets,,20,14,delivered,14.93,low,0,,2025-12-16 02:20:40
91,3dcf247b2273c0cb76b0fddf10bb9529e4af6e90d18091c1989da02c14ca0f56,ZEnm6YqUxAmnZTllXb8oBpKOfD28ynxALeId5DvL,68780539618011,B9074-K69,SN-197603-000091-191,Vitamin D3 60000 IU Sachet,2027-12-28,5,9,created,4.42,low,44,2026-04-20 07:30:40,2025-07-14 07:36:40
92,1abf4dd25a3c8eee2a3210b8a05f1802cf8686a1cafd51b15d20f0211c03f49b,t9Vj0OXdjocqRB95cwREE01hf1lkFq3K,59554076806635,B2737-K29,SN-200507-000092-183,Salbutamol Inhaler,2028-08-16,16,15,delivered,26.93,low,60,2026-03-28 16:23:40,2025-06-03 22:01:40
93,311514e5387f6ee06b803cf5c5b95e635d1439200671f8d0460452338db2d5c2,XrXUHLfpoVybmyyO7jsXT54LwfwmByqL,04316059667956,B2375-J69,PU-201411-000093-181,Ranitidine 150mg Tablets,2027-02-18,22,10,sold,52.31,medium,14,2025-12-23 12:37:40,2026-02-06 03:03:40
94,461537f2ccc7213b8575b58291a0319f192d161b1c67a1dcec032261ef2a3723,JppfFhPllyf2sKCPMq72llUL2gHahkDQ17LEM8wPQyshaga8,82664671344011,B8295-P70,SN-199312-000094-980,Salbutamol Inhaler,2027-05-05,10,19,sold,39.17,medium,48,2025-12-31 16:32:40,2025-11-09 16:34:40
95,53e8339e28eb84de2c261df3868e2825267736840c20c637c6456601073b11df,EEKLQYESGAtd3zDE6vRbrlvon4vL0Ois,79867778627611,B9063-D63,PU-197308-000095-410,Ibuprofen 400mg Tablets,2026-11-28,1,12,sold,35.7,medium,5,2026-07-14 20:55:40,2026-07-11 22:55:40
96,32947c28bad145110196cd3101bb20572e08eee381341210203b0eaf571c2212,WVVI302Lgd6X7U8WL1gIFkhmwTRVE1jwYhm8VaZD,21274627571498,B9456-Z97,PU-199108-000096-130,Salbutamol Inhaler,2026-09-05,23,17,sold,8.48,low,2,2026-08-23 18:10:40,2025-10-18 11:12:40
97,82e21a305cd810b3bad4b8ef23089315ef9ccf7b4cf51209354c788c5e40d6c3,8X28z2R2StvZ3LjzN3MMBvYOW2fHyS2GHnFtvNb3HqZsAFT0,25179450327579,B9737-T39,PU-202606-000097-406,Amlodipine 5mg Tablets,2029-01-22,23,19,delivered,71.44,high,2,2026-06-05 04:40:40,2026-07-23 11:24:40
98,f1230ef3bafa432c807c4f3655ccfdffdbc2deacbcc1646dcf93851f322db060,fd3DBwGKGyqEAB5E8ZihSiR1hnDU6w7LzhJcjx9s,47150882841384,B6074-S67,PU-199912-000098-900,Ciprofloxacin 500mg Tablets,2028-10-17,20,5,delivered,50.48,medium,0,,2025-09-04 06:04:40
99,e750f5404ca7d2f4abfb5d52674b29cb67db6017bbb9a4d13d7e982136a95654,My3vcPBrfkbNVtNNf7HU7GUFbOG7rmZ0JfHtKE5vlbGxf8Hr,17196091720182,B2981-B35,SN-202501-000099-870,N95 Respirator Mask Box,2028-02-27,17,25,delivered,94.94,high,3,2026-01-07 15:43:40,2025-10-22 08:11:40
100,1768dfc835630e003ada0b2d7e999748b616ba31160ce73a7e1edcee93de92af,IKgVOhJB0FWiHkp77IcY7MOkd5qpQ90n0rkHefRZ,79825889697263,B4450-O86,PU-201810-000100-116,Pantoprazole 40mg Tablets,2026-09-09,20,16,created,0.96,low,20,2025-12-10 13:19:40,2025-06-19 19:28:40
101,3bc7928b584cc82b0d68b30ebcf3a1240a286c5ec38f1c48f61feabb1c2d4d28,3YBh8xLx0Y8hwlaUVQRlYMYn87cERLa9,61251176615719,B4734-Q45,SN-197008-000101-968,Clopidogrel 75mg Tablets,,23,22,delivered,25.29,low,4,2025-10-14 14:15:40,2025-05-19 05:42:40
102,9cf67f902d93f9f6f8b27361b536e9c9e55ea1f325767b64c9b34930c42d1f12,qQCwV2nrABamfJbT8AepktMfDYKMupgovduX6WMV,65000380194360,B1914-R16,PU-201011-000102-970,Ciprofloxacin 500mg Tablets,2028-07-04,25,14,in_transit,59.96,medium,1,2026-02-03 20:30:40,2026-07-22 05:28:40
103,26fdff36e88e97fdd44560ecfe2f3269f2a80ed02038b310e7b38dc83c0761e4,CulgKeWmJNpASBpXdtB7Ut2WjtvwaKQd,58841297366953,B6499-T48,PU-200808-000103-436,Azithromycin 250mg Tablets,2026-08-20,16,8,sold,63.88,medium,0,,2025-08-31 05:18:40
104,c5704e9f60f76c16ac3bf83e5ee2ab8492133f5ac1774826131e60a4d63f6436,yZaawIiBN4w8mrnqk0pmkqgZiO2unCwx,15764718115634,B5006-B88,SRL-200006-000104-293,Multivitamin Syrup,2027-03-12,11,8,created,79.56,high,0,,2026-08-01 00:19:40
105,88ab69cfffe5908ed152d040c55a21e3290578c18f7ddb5d72d8a2ffe4d0bb6b,ky2UxGlSGD7DKNXOm3ConAxj0pfUsGoc,53443420420925,B9956-U20,PU-198502-000105-333,Atorvastatin 20mg Tablets,2026-03-10,2,18,in_transit,19.66,low,0,,2025-11-06 11:15:40
106,ebc505d0284e523aa4ba46cd3d1bf3a64f0557b6b4e518325ae70b8cb168e371,HqVrv96YUaO961oSnoKIDYvf0A6zB0bi2sTEOvnAUVQsKJbi,99579533903439,B5991-C31,SN-200605-000106-791,Multivitamin Syrup,2029-02-03,23,20,in_transit,,,0,,2025-10-09 00:05:40
107,885dbac53f7d2ef870e92f025e8a4955d2fb76f729118fa3559c7501621933b5,Gk1zjgHDe71imARDL6KFQraidyYG42CJTr2CRSsM,81287491539282,B9810-J95,SN-197604-000107-814,Levothyroxine 50mcg Tablets,2027-05-21,16,14,sold,55.28,medium,1,2025-08-08 05:43:40,2026-01-24 10:53:40
108,484f1be87503b09fc1b8d942ff1b5ed9722747f4b305258afcaf2ebcd15e0f8e,CeRUxU1yah4uUEeIp6iY0kbgsHyeVPjw,20626886783300,B7183-Y35,SN-199408-000108-483,Ibuprofen 400mg Tablets,2026-10-27,14,1,sold,33.71,medium,9,2025-10-06 10:23:40,2026-06-18 14:43:40
109,0f80fcf0d0cc4df86d6e18c9c1ab0ac5db712fae5b3507c48cd581f0dd8ed758,uMM5yAoguaOannOrMc2zVE9SX5JpfuNy5VikVQ8P,00945757007124,B4990-T20,SN-199509-000109-240,ORS Rehydration Sachet,2027-05-05,5,13,in_transit,3.79,low,0,,2026-04-01 19:19:40
110,17fa9374b5acaf5221bbfbe56f7441c95dea03c1c9afad4149cca6b3b3086403,XzYUoTvmd49XRn2GlNeE7d96hkIXmFACkmALsJ7m1D6wxDAL,41947409355133,B5640-M81,SRL-202401-000110-592,Insulin Glargine Pen,2028-10-12,16,7,created,,,5,2026-02-11 03:22:40,2026-03-04 03:38:40
111,1db3e20f41d0750687e3badfc1d2ceb797fa73e7549d7ddefea7dfdfc88acfe3,e29h5kV7VUvRNwdxApD5wRbPjL6jpJPkhfSxR8e42kAQFH2K,77981578227601,B9056-A22,SN-201908-000111-892,Pantoprazole 40mg Tablets,2027-12-11,21,10,delivered,17.06,low,0,,2025-05-14 12:41:40
112,3fad0f39d45cfe8c0b3a37d03b77e6c540539110b8b81737b00a88a52a107fa9,ldlVq3zMM1ksxrvKDPgdUaK9gGaL9V5D,34389896303314,B7583-X27,SN-198412-000112-716,Atorvastatin 20mg Tablets,2027-07-24,23,25,sold,36.84,medium,4,2026-09-09 19:17:40,2026-03-31 15:29:40
113,4627d56d070bee993aa8d31e49ff74668a4e1aa93d8a6db8cacbddc59eacd4e2,8TQoETXv66DORgxLS12WSbEfZ99C37DH,21961909332769,B3016-V27,SRL-199805-000113-748,Levothyroxine 50mcg Tablets,2029-01-02,23,11,sold,93.18,high,5,2025-09-08 16:22:40,2025-09-05 03:28:40
114,179912c419af0dc823df9f0a115af6e84e56b4ce613b52a41aa4744bd55e949f,7BoqsgvKl6JhtxTtKlyAVX5hPKga0tYsnQjrU0ZctFQq0JNn,29081789279787,B5900-V30,SN-198002-000114-661,Ciprofloxacin 500mg Tablets,2028-09-04,16,12,delivered,39.11,medium,10,2025-12-05 04:03:40,2026-07-06 05:21:40
115,2c7a9bb5efe6e7f956451d396777114a9d257b2a2a9bf7b11c84a610c8787667,0RCkiRsinUTaTJQ9j6A05f8ld8OK8Mzc,24696367678626,B7018-A25,SN-202109-000115-184,Atorvastatin 20mg Tablets,2028-08-25,17,8,created,57.3,medium,17,2026-06-11 03:39:40,2025-10-15 17:42:40
116,df689b6c14a4676018fe9bddb39c94a989100e3c7b6891d7961c046ec3eef4bc,gd4XlYbIHYEGKSWhU73lLlIXhhmjI0c8,53549039576456,B9563-L87,SRL-201905-000116-622,Omeprazole 20mg Capsules,2028-08-19,2,8,created,14.17,low,2,2025-11-13 04:52:40,2026-07-07 16:30:40
117,022c37b0bcc88dd4ae21a0e42b3036b9636c3cab9162a398004bb43da6e320f0,px4yfpARHeT9RlxOYLAj9AbLehgHeNwuq1nax8xg5kTtYEGR,85681933795584,B3090-I11,SRL-198612-000117-625,Pantoprazole 40mg Tablets,2027-02-17,5,13,delivered,26.74,low,3,2026-02-08 17:40:40,2026-06-10 01:47:40
118,8f316e696c09f13626526f82ab024ff09e8aecbfa5e1fd48e858de6ac635eac9,r7GS5oNfsV0NeofJfr5Ya6P5iEQPHhalZaAHv9O596QcBk5V,91313041936888,B5752-J71,PU-200603-000118-371,Omeprazole 20mg Capsules,,21,19,in_transit,92.31,high,23,2025-10-30 01:06:40,2026-03-13 15:30:40
119,9cd3ab1a79773ecaf432035c96ef6e6373fe4c30e99ea30aadcf0862a3b16a78,va3lvgEfFjhEjOoysAlYgB0kvAw1mlcyU3jmDPqA,57737859831101,B9192-A97,SN-200407-000119-153,Clopidogrel 75mg Tablets,2027-12-24,20,24,created,48.02,medium,0,,2026-06-24 16:37:40
120,29d34dc76abc3574706f80e7c7712be0cd933539cfc5e19dac91d7c4cdc8ca71,V19pYmRYRFl9KNoic95AMfdzsNouDFNsqrvztccd,72491193300583,B6920-X85,SRL-197808-000120-719,ORS Rehydration Sachet,2027-07-20,7,19,in_transit,88.72,high,5,2025-10-11 09:57:40,2025-09-16 01:10:40
121,80b6d5945b390094387f4479229d8a595a5a6983a2803578227801ffe4c1c509,MsDVHjhzS3V0IvwNhBDG7Xkq7r7d8lYEHFeBFIyLmaJKa5FF,72822125269218,B1844-U41,SN-201303-000121-647,Atorvastatin 20mg Tablets,,12,21,delivered,36.91,medium,5,2025-11-02 06:49:40,2026-08-12 19:17:40
122,d2872521a9d8bcd223e4e5695448305260ecde2f4eeaacb9208b83cbc8a6c2c5,n7k8H8WWgUxO1NIYnqKYUjoTw3fll1lETObklyLe,02991578630876,B1716-E41,SN-200007-000122-374,Metformin 500mg Tablets,2028-06-16,1,1,sold,10.63,low,0,,2026-01-08 21:12:40
123,3180bb90b2596bb10feebef98d8a42344b01a883e498554c9017569d293e8182,tDpHqHbcHg2zanoxvr5QQS3E9n7reuw5,00143148662824,B7047-I19,SN-201402-000123-982,Metformin 500mg Tablets,2027-03-10,11,5,in_transit,72.13,high,0,,2026-02-04 16:52:40
124,de2011312cb35bdbe5ca4cf4f306713021128f10e5917add6f208735f2ae24bf,9lxtAQzXuXOpzEHHYxKAJQURoa9bI75dv01Ysi08,92801973093760,B3591-A28,PU-200001-000124-244,Insulin Glargine Pen,2026-10-23,19,14,created,18.24,low,5,2025-09-07 05:41:40,2025-08-06 19:25:40
125,ac58da1f5ae04f29a3d475d45707ea6c2c868a02e2e54ab4e515e5be28aaba36,j2bUFaZQ2IZ4FRAj8G8hnMnlUI0YDtNZ,18611068025057,B6064-G80,SN-197001-000125-753,Paracetamol 650mg Tablets,2027-01-06,19,19,created,98.65,high,26,2026-09-07 04:21:40,2026-04-20 03:37:40
126,7cb3dc6c3b20ddc754389f184300944de43e568ebdb1df3b846980e97aaa1e3b,S8RgzTgYjKxK0rjC2fS2YOVj7GTO5vWvw1A3VymL,01648185970039,B3645-C45,SRL-198805-000126-472,ORS Rehydration Sachet,2026-06-11,23,25,in_transit,98.61,high,29,2025-11-24 01:07:40,2026-03-09 06:44:40
127,72d9ba8d517544a98a6c0befc242c5e29f7cb8a4f1c0c8b2742b3dca9b474f3a,4hw07xQFq2QMNTpYa0sjyeyCfCN3CfT45Vmut9ERDrcjDNtb,63934408962600,B7636-C48,SRL-197102-000127-562,Losartan 50mg Tablets,2028-08-26,9,6,sold,9.24,low,0,,2026-03-17 02:39:40
128,72c8460a732e2eabeb5545b3636e6cd05f82eb5b74af052150be5c7d0c6e5493,W7B4JZI3mSJiPZTZTa35EtXPqS961NNJcUlRWLnnlQ7wwstY,14943849394351,B8141-M46,SRL-202209-000128-805,Clopidogrel 75mg Tablets,2027-07-28,23,20,sold,90.59,high,0,,2026-09-02 20:10:40
129,ab46176ff49370f1f6cf31f4fc6d8bc3b0dc3dd1ba14d805dc255f52a6982821,UMHNFXP0nWIh16vXC4NWy6WFqOt34Pa4cbX0GTtk,54536309493743,B3595-N39,SN-201910-000129-827,Metformin 500mg Tablets,2028-07-18,19,13,sold,62.73,medium,0,,2026-07-26 15:42:40
130,ec4c7e7cf9e316de6452093e4956772ce14e8efa223cc14903e6a9ea6f2305af,jMH8JbT8NWlOnm0TYxqdfib91g5hiqle04mgXzEMnA3NBjs4,66813395052165,B9486-Q29,SN-201702-000130-987,ORS Rehydration Sachet,2026-05-22,1,11,created,8.34,low,2,2026-07-26 04:24:40,2025-12-02 19:51:40
131,c1b71019e7673437ef2463bf18c47e32ce6fd8480ad65c25fb9f9c4c355d363e,B65pm0S7gXKkmSABKqtgxmv3YB37pzL26GyhYAlp,23130672532022,B4562-D81,PU-198706-000131-833,N95 Respirator Mask Box,2029-01-14,22,3,delivered,64.63,medium,0,,2026-08-17 00:38:40
132,f16b21553ca680e2a2868a9e20055a63992bb4afa419280d3a1819243292a090,AhkuxJrN194r0y34cNefXSrUyItLyRC07hxMbcag,36411939998271,B5985-C43,PU-197304-000132-804,N95 Respirator Mask Box,2027-11-03,9,23,created,13.78,low,11,2026-02-11 19:41:40,2025-10-04 12:36:40
133,25ee382a8e49e8ca1d2d3fb328534ec071c6a3b94cfedafc8edc5730a44d7196,DErVDfVSvZpO1ReEnPDxEvYVFt6RO0gi4xCMmyeAQ6JgCggb,42453153234343,B1805-U58,SRL-201910-000133-532,Omeprazole 20mg Capsules,2027-11-27,6,20,in_transit,60.74,medium,1,2026-07-17 09:02:40,2026-08-15 14:33:40
134,f16ed03983be259ebb128808ee68a62e90692c4aebffe1014b82c3350260a7f8,Gr2RzynZQEkmNRral4MT0QkQkuC7PAb8,81703408400622,B9243-F28,SN-202309-000134-202,Amlodipine 5mg Tablets,2027-09-19,15,16,delivered,98.98,high,4,2026-03-15 06:24:40,2026-03-24 23:20:40
135,85af639e522e2fe8d33df5cdf3352caaf3f69ebf4ce7b9748cf207571ebe8880,EqGNjzn9wbJRAmf5xgqMH492k4vuK6rlJRZhXJXvga5jQGrI,14024281403801,B5641-Z74,SRL-197411-000135-887,Multivitamin Syrup,2027-01-07,23,9,created,73.31,high,0,,2025-05-22 04:54:40
136,758ea0cb72e1968fcca7b76d9cd6bab5ab78c23e33416514e47fc94105b0e3cc,xy435LkB2XiVpzmss5ClWZfGRFQwvC7C4bVfi4WJxM32d0hP,47580291585681,B9369-X16,SRL-199707-000136-309,Doxycycline 100mg Capsules,2025-12-31,5,8,sold,63.97,medium,17,2025-10-26 17:57:40,2026-07-15 14:09:40
137,f38b99c313d82956ba2ad663c9b4284a4f2719010fdd5df5d38605e3d814bd7b,GpgbFy5sDlo0qLBOhjbiUoFRmDrgKwrx,74812135066493,B3282-O68,PU-197312-000137-109,Azithromycin 250mg Tablets,2028-03-09,7,12,sold,52.51,medium,2,2025-09-07 21:48:40,2026-01-18 17:15:40
138,184827e81f2956a58172dcbd4548fed0fd436176667754d48425f4e40266b41e,WO5e0D7LlRFOqRKKKZebToPEQuoV4Xg2Tx85dpcU,43601141651462,B3655-N77,SN-201302-000138-188,Hand Sanitizer 500ml,,22,4,in_transit,81.0,high,3,2026-08-06 05:58:40,2025-09-26 16:11:40
139,a81894a804cf63711de7be3f6bf22a89659f802fc0ddb008210744878ddd785b,EZJDvMIieAxeeWshoLun65pRe28eJ05FydRgD4qbuquViHT5,68209977099560,B8844-E44,SRL-201306-000139-142,Atorvastatin 20mg Tablets,,17,8,delivered,43.15,medium,0,,2025-08-07 09:35:40
140,1cf31c2425352db3329be546ef27da3e7033f2dc6a1d21180c15189655c3de07,QTIdVRAAiB38wmBdoKoU3XJ9aSYehlcvOpsLDhep,54739279726526,B9248-D16,PU-197704-000140-520,Pantoprazole 40mg Tablets,2028-02-20,9,3,in_transit,13.71,low,0,,2026-03-04 16:17:40
141,ea5380fd55f96dc4397f2be96feb8aecf4d008f26eb4f72be75507eabb47eea0,8ROChEcrxZfrLE1xcmlAdsHvbL354YKU,38447701376894,B9501-I30,PU-199612-000141-578,Levothyroxine 50mcg Tablets,2027-06-11,5,1,in_transit,68.26,medium,2,2025-11-23 04:07:40,2025-10-31 07:46:40
142,e964977807551e4f9d2abbfa66312bb0f5711df2866a742bcfbc7207f31c8939,WYLhJtqlCBC7D0nd6rLtdlVr1hNjMdhcQ1JcSdSq,26837630452338,B7815-C92,PU-200103-000142-996,Amlodipine 5mg Tablets,2026-03-27,20,12,in_transit,40.81,medium,0,,2026-03-07 14:51:40
143,7f6423fef361f418f3f3a918155b190c6ca6599bb50a1b255ff529cc4cf78a7a,bLYFWFKvnZcTx9ee6nFJHzT0GdDGBqZsppVwCUhoT2wvF4OL,44581574512230,B7898-Q28,SRL-198501-000143-606,Insulin Regular Vial,2027-05-01,6,15,created,12.08,low,17,2026-07-09 14:16:40,2026-02-03 15:25:40
144,ffd02b78b9f7f2328b43f4f257f16d3fe3c52265d74934046931d2233ac612f0,i144vyISh33KM9cTwBzBZrDilV46f3Kw,63455902358584,B6288-M50,SN-201906-000144-246,Paracetamol 650mg Tablets,2028-11-01,24,7,in_transit,27.83,low,3,2026-07-13 06:52:40,2026-01-05 01:55:40
145,e5a04d2a72cbd3d1f59399d5766287879d05a9c659964a45d836f6ca2cf6c611,6qLgorfIFkLc3HmEYwr6ABhC4S4h3EfirP8XUnej,34760680175158,B1583-U90,SN-199312-000145-351,Metformin 500mg Tablets,2027-05-24,22,7,in_transit,15.14,low,0,,2025-06-20 13:36:40
146,d3d486556fe2c5dbc50a04053f947a28f333da420300407289256d69258640c1,nAELScQMNovG7202PENLHsn73VABpAk7Ovyh201LQbqn0zIu,64842042604285,B2807-T88,PU-198201-000146-232,N95 Respirator Mask Box,2028-10-19,1,13,created,70.47,high,5,2026-03-09 22:57:40,2026-06-22 22:44:40
147,e61cba706585488e180198565531cc16a1105f4e28669e78638bc774da9a97f2,rkxzIpa0UGFXcrbNQcUYxyY21eFRTbUH,90538874734095,B7169-J64,SN-200007-000147-327,Losartan 50mg Tablets,2028-02-17,10,23,delivered,,,46,2025-08-16 22:24:40,2026-07-18 01:55:40
148,5d7af94e5e2c65559ab9d7b019c4a5f822ffad99bb0e67a22964820d34011ee0,yowINuY8fk1EpiMDSJoVptujtJzaQUXH,36375890163717,B3722-G66,SN-201105-000148-139,Losartan 50mg Tablets,2028-07-13,17,16,created,87.42,high,1,2026-04-13 16:10:40,2025-06-17 18:52:40
149,fe6ccec24f6bf333adcd1c87275f533c95766330824adfff1fb7071aa7798bfa,3IkrQX7xLDnuU95kSDtlD9aRmfCfMKeN2valr4ATwV5INmKg,21515635869769,B4429-F10,SN-198105-000149-321,Insulin Glargine Pen,2028-07-01,5,5,created,87.46,high,8,2026-02-05 18:39:40,2026-03-28 06:37:40
150,7b3f7ab539185b0fab2b5f174b2af9bd6248cc17c1e4cb081831653401203c05,IxxDtGG2076ZS0IEWQIAvbwCPTnI96xl,70450303296024,B1719-W42,PU-198709-000150-740,Paracetamol 650mg Tablets,2029-01-31,1,23,sold,99.72,high,8,2025-10-14 22:18:40,2026-07-20 14:46:40
151,d0d7c79965c0515bf1e1d8800167736037ed952e17cbdfc4c51a2ab90233b254,jT1iA0dNdgH8mMbZ0tR4K6G6yZPeZFTfBrmFkUZaqvvJRJCh,07159772307286,B4130-X26,PU-202606-000151-154,Ciprofloxacin 500mg Tablets,2027-04-11,9,5,delivered,41.4,medium,0,,2026-04-13 07:25:40
152,9f5353d7781961197cf6ecb10c887404f1ba3a5c2922947594cbf66aefd7601e,EJvNBNZcZxHnRvYXmRFZXfVqCbhOliKx,35076804361934,B4050-Y12,PU-200611-000152-928,N95 Respirator Mask Box,2028-05-22,23,14,delivered,47.36,medium,3,2026-02-18 07:07:40,2025-05-02 08:21:40
153,586ca3af722e849597dfa30cb4c19b1503ac2462dd4dd3cac5972f823bdc86e6,gAqJKkksLRG6JiPWdfXivyCOmktl1BSjIWajgIynDxCp4yt5,33268553690812,B6935-K74,SN-199411-000153-725,N95 Respirator Mask Box,2026-12-29,21,8,created,18.8,low,4,2026-06-11 03:00:40,2026-04-19 06:45:40
154,d17eb343020cf10e77f370697fcb9a4a03b25f20dafddf52b80f231cd4b4e9fd,c7AkQZCfQg1XatJxCE7yVsqNLXBxDuHwW8GxPju5,51874021438623,B5852-Y13,SRL-199905-000154-373,Azithromycin 250mg Tablets,2027-12-12,1,15,in_transit,63.6,medium,3,2026-02-21 08:58:40,2026-07-29 23:03:40
155,17c9523034b970e0e91fcaf78404f782eac6a3b4830c7f8e7570ca594c574812,NAr8QpZZTGCexj8N2x8e5UAb6pO2ZAhl,23582734747726,B7531-F96,PU-197611-000155-379,Amoxicillin 500mg Capsules,2026-10-30,14,22,created,26.71,low,0,,2025-09-13 05:55:40
156,5cbe965123fe3715686b5b7e9506b8f91a34d38fef95e15404b1ac2eedc1b7da,TLCAKHDIvtZj0EGkyyOJeE9fUGsUBCjKMJzVUrU9,35391321287995,B6767-Y37,PU-198209-000156-713,Cetirizine 10mg Tablets,2027-10-17,21,4,delivered,68.68,medium,3,2026-05-19 03:38:40,2025-08-20 01:51:40
157,dc096867688353eb919587b4fd36440b1f166c05e4d002a996f612c1218407b8,j2yaZVOQgJzzlbnLFeJzbLkMQ7bLWyFl4CSoDSmi,00546421468889,B5011-O18,SN-198903-000157-866,Paracetamol 650mg Tablets,2027-12-01,17,16,sold,7.04,low,0,,2025-08-09 20:28:40
158,f490bc406a8c34d28d4255c12aa68267e71dc80dfe9cd98018ec8f45bc61851b,bDTsyYVwSFOAhjqZUgkzv4XngNe3EpqsBWRJKVjrnwws6jND,42761236023527,B9467-M71,SRL-200305-000158-274,ORS Rehydration Sachet,2028-06-03,17,11,delivered,37.8,medium,2,2026-01-07 04:09:40,2025-10-04 13:48:40
159,58b330155da4e6fe363db7d39ac4a6c7c9d8b8eb8453aed4875bcb2099d34556,nrWWOwC4400WGomPygueIHT28dJppTQO,26406501809502,B8819-O22,SRL-198301-000159-900,Paracetamol 650mg Tablets,2028-07-21,3,7,in_transit,44.19,medium,0,,2026-01-05 06:33:40
160,6c2b3f0ff4aa4377e716e5507599c6b0880eb9bd489aeff1c75304d292ede4c1,1g2WmXMCaULEkFF6s1prItB86Et8DkeAs5BNHlWV,25351365117786,B3574-K76,PU-198206-000160-769,N95 Respirator Mask Box,2028-12-17,24,9,in_transit,26.29,low,3,2025-09-04 04:16:40,2025-08-26 05:41:40
161,f4026471dc99a294a4cc94ac14c8ce2089074d6491f52c4a8b1ba3e5a377fe11,yzVz8vX8VbRmSsxtXuImnF1gpuDSD8cOQ4ErLxgNrw5giUuW,41121025725207,B2114-Z99,SRL-197401-000161-856,Vitamin D3 60000 IU Sachet,2027-10-15,25,15,delivered,21.48,low,2,2025-09-29 17:53:40,2026-05-03 20:22:40
162,7a16e981e851f4f6fd72c355141ffdaa05dff079d1e9f38abb1a00e5500938b3,hzyEcG4FbBbFXWEJNTJ8WGX0f5L9UVAr,48760635684050,B7388-A11,SN-200510-000162-430,Losartan 50mg Tablets,2027-05-27,19,22,delivered,53.24,medium,57,2025-09-09 22:00:40,2026-06-07 11:56:40
163,f783dd741be4d89867fb7f641b8f3b1f11ee12abb9c0b70ad942946d1cc89c15,bL0WH7utomsAq6nwi3BZxBUTxBymxYfk,97171467319732,B2834-O12,SN-198212-000163-489,Losartan 50mg Tablets,2027-01-21,12,12,sold,83.65,high,3,2026-02-24 01:08:40,2025-05-12 07:23:40
164,6bc02a22667c5a030c92b48b0280d8f1fcc41bbe31aa385e83ac41e8f1cd105e,c0kaGiDcKnTsMZzkGjYPw5Wbmzx0MbbbDTizHVSk,13240944848804,B5208-E51,SRL-202105-000164-652,ORS Rehydration Sachet,2028-08-25,23,4,in_transit,74.87,high,2,2026-06-30 08:27:40,2026-07-30 17:03:40
